Rk,Player,Age,Pos,Tm ,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
421,Daniel Carr,25,LW,MTL,33,2,7,9,4,6,2,0,0,1,7,0,0,44,4.5,338,10,12,19,2,1,66.7
422,Alexei Emelin,30,D,MTL,76,2,8,10,1,71,2,0,0,0,8,0,0,82,2.4,1620,21,127,241,0,0,
423,Brian Flynn,28,C,MTL,51,6,4,10,2,4,6,0,0,0,4,0,0,47,12.8,615,12,29,20,69,80,46.3
424,Torrey Mitchell,32,C,MTL,78,8,9,17,5,38,8,0,0,1,9,0,0,68,11.8,983,13,56,47,410,342,54.5
425,Nathan Beaulieu,24,D,MTL,74,4,24,28,8,44,2,2,0,1,14,10,0,118,3.4,1442,19,102,65,0,0,
426,Jeff Petry,29,D,MTL,80,8,20,28,3,22,6,2,0,1,15,5,0,172,4.7,1769,22,145,171,0,0,
427,Tomas Plekanec,34,C,MTL,78,10,18,28,10,24,5,3,2,3,14,4,0,139,7.2,1312,17,45,57,692,660,51.2
428,Artturi Lehkonen,21,LW,MTL,73,18,10,28,-1,8,15,2,1,3,8,2,0,158,11.4,1012,14,25,72,2,2,50
429,Brendan Gallagher,24,RW,MTL,64,10,19,29,7,39,9,1,0,2,17,2,0,187,5.3,966,15,15,69,30,44,40.5
430,Andrew Shaw,25,C,MTL,68,12,17,29,4,110,11,1,0,1,11,6,0,127,9.4,1034,15,38,147,239,199,54.6
431,Andrei Markov,38,D,MTL,62,6,30,36,18,16,5,1,0,1,18,11,1,98,6.1,1354,22,73,39,0,0,
432,Phillip Danault,23,LW,MTL,82,13,27,40,5,35,13,0,0,3,24,2,1,133,9.8,1278,16,52,76,533,498,51.7
433,Shea Weber,31,D,MTL,78,17,25,42,20,38,5,12,0,4,13,10,2,183,9.3,1955,25,157,140,0,0,
434,Paul Byron,27,LW,MTL,81,22,21,43,21,29,21,0,1,6,17,4,0,96,22.9,1220,15,34,119,10,5,66.7
435,Alex Galchenyuk,22,C,MTL,61,17,27,44,-5,24,11,6,0,6,18,9,0,104,16.3,972,16,32,36,274,368,42.7
436,Alexander Radulov,30,RW,MTL,76,18,36,54,10,62,12,6,0,2,26,10,0,147,12.2,1390,18,41,76,6,6,50
437,Max Pacioretty,28,LW,MTL,81,35,32,67,15,38,26,8,1,7,26,5,1,268,13.1,1553,19,35,63,27,23,54
438,Ben Thomson,24,LW,NJD,3,0,0,0,-4,4,0,0,0,0,0,0,0,7,0,33,11,1,7,0,1,0
439,Blake Speers,20,C,NJD,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,9,1,1,0,2,0
440,Kevin Rooney,23,C,NJD,4,0,0,0,-3,4,0,0,0,0,0,0,0,2,0,41,10,1,4,10,17,37
441,Michael Kapla,22,D,NJD,5,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,87,17,5,5,0,0,
442,Luke Gazdic,27,LW,NJD,11,0,0,0,-2,12,0,0,0,0,0,0,0,3,0,78,7,6,16,0,0,
443,Blake Pietila,23,LW,NJD,10,0,1,1,-5,4,0,0,0,0,1,0,0,9,0,130,13,5,16,23,22,51.1
444,Seth Helgeson,26,D,NJD,9,1,0,1,2,15,1,0,0,0,0,0,0,3,33.3,121,13,11,16,0,0,
445,Blake Coleman,25,C,NJD,23,1,1,2,-7,27,1,0,0,0,1,0,0,29,3.4,295,13,15,51,96,130,42.5
446,Karl Stollery,29,D,NJD,11,0,3,3,-5,13,0,0,0,0,0,3,0,11,0,186,17,16,26,0,0,
447,John Quenneville,20,C,NJD,12,1,3,4,1,2,0,1,0,0,2,1,0,21,4.8,164,14,7,15,0,0,
448,Sergey Kalinin,25,C,NJD,43,2,2,4,-13,15,2,0,0,0,2,0,0,38,5.3,550,13,20,53,72,102,41.4
449,Yohann Auvitu,27,D,NJD,25,2,2,4,1,2,2,0,0,0,1,1,0,54,3.7,390,16,9,20,0,0,
450,Jonathon Merrill,24,D,NJD,51,1,5,6,-9,24,1,0,0,0,5,0,0,48,2.1,947,19,67,39,0,0,
451,Ben Lovejoy,32,D,NJD,82,1,6,7,-7,39,1,0,0,1,6,0,0,84,1.2,1703,21,149,82,0,0,
452,Steven Santini,21,D,NJD,38,2,5,7,-6,14,2,0,0,0,5,0,0,46,4.3,611,16,35,83,0,0,
453,Nick Lappin,24,RW,NJD,43,4,3,7,-17,17,4,0,0,0,3,0,0,57,7,504,12,10,35,2,5,28.6
454,Joseph Blandisi,22,LW,NJD,27,3,6,9,-10,26,2,1,0,2,2,4,0,24,12.5,361,13,6,37,76,93,45
455,Devante Smith-Pelly,24,RW,NJD,53,4,5,9,-18,12,4,0,0,0,3,2,0,76,5.3,716,14,32,94,29,42,40.8
456,Jacob Josefson,25,C,NJD,38,1,9,10,-1,16,1,0,0,1,8,1,0,44,2.3,465,12,12,31,162,151,51.8
457,Andy Greene,34,D,NJD,66,4,9,13,-15,8,2,1,1,1,6,3,0,83,4.8,1448,22,124,50,0,0,
458,Miles Wood,21,LW,NJD,60,8,9,17,-21,86,6,2,0,0,7,2,0,105,7.6,771,13,26,68,1,1,50
459,Beau Bennett,25,RW,NJD,65,8,11,19,-4,20,7,1,0,1,10,1,0,101,7.9,881,14,13,76,3,13,18.8
460,John Moore,26,D,NJD,63,12,10,22,-8,39,11,1,0,1,8,2,0,102,11.8,1196,19,61,68,0,0,
461,Pavel Zacha,19,C,NJD,70,8,16,24,-17,19,3,5,0,2,8,8,0,83,9.6,1002,14,24,54,183,271,40.3
462,Damon Severson,22,D,NJD,80,3,28,31,-30,58,3,0,0,1,15,13,0,125,2.4,1628,20,72,79,0,0,
463,Mike Cammalleri,34,LW,NJD,61,10,21,31,-9,21,9,1,0,3,12,9,0,142,7,1059,17,14,44,17,11,60.7
464,Adam Henrique,26,C,NJD,82,20,20,40,-20,38,12,6,2,2,15,4,1,142,14.1,1490,18,67,87,585,628,48.2
465,Travis Zajac,31,C,NJD,80,14,31,45,-9,33,7,6,1,1,24,6,1,126,11.1,1578,20,26,81,880,733,54.6
466,Taylor Hall,25,LW,NJD,72,20,33,53,-9,32,13,7,0,4,25,8,0,238,8.4,1392,19,31,59,8,10,44.4
467,Kyle Palmieri,25,RW,NJD,80,26,27,53,2,46,17,8,1,3,16,11,0,192,13.5,1388,17,36,124,12,17,41.4
468,Trevor Smith,31,C,NSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,7,2,0,0,8,0
469,Miikka Salomaki,23,RW,NSH,5,0,0,0,-1,2,0,0,0,0,0,0,0,3,0,61,12,9,14,0,0,
470,Adam Pardy,32,D,NSH,4,0,0,0,-1,6,0,0,0,0,0,0,0,4,0,44,11,3,3,0,0,
471,Mike Liambas,27,LW,NSH,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,5,5,0,1,0,0,
472,Vladislav Kamenev,20,LW,NSH,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,20,10,1,1,6,7,46.2
473,Petter Granberg,24,D,NSH,10,0,0,0,0,10,0,0,0,0,0,0,0,4,0,96,10,9,17,0,0,
474,Alexandre Carrier,20,D,NSH,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,11,1,0,0,0,
475,Cody Bass,30,C,NSH,9,0,0,0,-1,19,0,0,0,0,0,0,0,1,0,61,7,4,14,0,2,0
476,Frederick Gaudreau,23,C,NSH,9,0,1,1,1,0,0,0,0,0,1,0,0,8,0,78,9,5,1,4,8,33.3
477,Matt Carle,32,D,NSH,6,0,1,1,-1,0,0,0,0,0,1,0,0,2,0,79,13,5,3,0,0,
478,Pontus Aberg,23,LW,NSH,15,1,1,2,-2,4,1,0,0,0,1,0,0,12,8.3,185,12,2,9,1,0,100
479,Harry Zolnierczyk,29,LW,NSH,24,2,2,4,-2,10,2,0,0,0,2,0,0,19,10.5,213,9,11,25,8,11,42.1
480,Anthony Bitetto,26,D,NSH,29,0,7,7,-1,25,0,0,0,0,7,0,0,17,0,342,12,24,43,0,0,
481,Yannick Weber,28,D,NSH,73,1,7,8,1,25,1,0,0,1,7,0,0,72,1.4,870,12,53,72,0,0,
482,Colton Sissons,23,C,NSH,58,8,2,10,11,12,7,0,1,1,2,0,0,42,19,645,11,24,104,192,192,50
483,Matt Irwin,29,D,NSH,74,3,11,14,15,26,3,0,0,1,9,0,2,98,3.1,1204,16,121,115,0,0,
484,Kevin Fiala,20,LW,NSH,54,11,5,16,1,18,11,0,0,1,5,0,0,114,9.6,730,14,14,44,0,0,
485,Austin Watson,25,LW,NSH,77,5,12,17,14,99,5,0,0,0,11,0,1,90,5.6,957,12,66,143,17,25,40.5
486,Mattias Ekholm,26,D,NSH,82,3,20,23,4,34,3,0,0,1,16,3,1,120,2.5,1924,23,108,61,0,0,
487,Mike Ribeiro,36,C,NSH,46,4,21,25,-5,14,2,2,0,0,16,5,0,38,10.5,735,16,6,33,183,261,41.2
488,Craig Smith,27,RW,NSH,78,12,17,29,7,30,10,2,0,1,16,1,0,155,7.7,1078,14,16,93,51,60,45.9
489,Calle Jarnkrok,25,C,NSH,81,15,16,31,-1,25,12,2,1,1,12,2,2,134,11.2,1274,16,29,49,452,463,49.4
490,Colin Wilson,27,LW,NSH,70,12,23,35,7,18,6,6,0,0,22,1,0,113,10.6,1047,15,23,50,16,23,41
491,Ryan Ellis,26,D,NSH,71,16,22,38,17,29,11,4,1,3,13,7,2,140,11.4,1701,24,137,64,0,0,
492,P.K. Subban,27,D,NSH,66,10,30,40,-8,44,7,3,0,2,16,13,1,142,7,1611,24,104,78,0,0,
493,James Neal,29,RW,NSH,70,23,18,41,-10,35,18,5,0,5,10,8,0,202,11.4,1239,18,18,84,3,3,50
494,Mike Fisher,36,C,NSH,72,18,24,42,1,55,11,7,0,3,14,10,0,120,15,1196,17,64,160,703,577,54.9
495,Roman Josi,26,D,NSH,72,12,37,49,7,18,5,7,0,1,25,11,1,217,5.5,1805,25,119,54,0,0,
496,Filip Forsberg,22,LW,NSH,82,31,27,58,-4,32,25,3,3,9,21,6,0,234,13.2,1518,19,26,97,5,13,27.8
497,Ryan Johansen,24,C,NSH,82,14,47,61,1,60,9,4,1,3,28,19,0,154,9.1,1545,19,28,77,803,669,54.6
498,Viktor Arvidsson,23,LW,NSH,80,31,30,61,16,28,22,4,5,6,23,5,2,246,12.6,1372,17,45,23,4,12,25
499,Ryan Pulock,22,D,NYI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,4,1,1,0,0,
500,Bracken Kearns,35,C,NYI,2,0,0,0,-1,2,0,0,0,0,0,0,0,3,0,22,11,2,5,10,7,58.8
501,Connor Jones,26,C,NYI,4,0,0,0,1,2,0,0,0,0,0,0,0,2,0,47,12,3,13,8,5,61.5
502,Mathew Barzal,19,C,NYI,2,0,0,0,-2,6,0,0,0,0,0,0,0,0,,20,10,0,1,6,7,46.2
503,Stephen Gionta,33,RW,NYI,26,1,5,6,9,2,1,0,0,0,5,0,0,17,5.9,291,11,7,56,56,64,46.7
504,Scott Mayfield,24,D,NYI,25,2,7,9,-1,35,2,0,0,0,7,0,0,39,5.1,354,14,36,37,0,0,
505,Adam Pelech,22,D,NYI,44,3,7,10,-5,6,3,0,0,0,7,0,0,40,7.5,741,17,68,73,0,0,
506,Joshua Ho-Sang,21,RW,NYI,21,4,6,10,1,12,3,1,0,0,5,1,0,22,18.2,346,16,2,4,0,2,0
507,Travis Hamonic,26,D,NYI,49,3,11,14,-21,60,3,0,0,0,10,1,0,74,4.1,1002,20,108,58,0,0,
508,Alan Quine,23,C,NYI,61,5,13,18,-2,8,3,2,0,1,12,1,0,82,6.1,764,13,29,77,264,286,48
509,Shane Prince,24,LW,NYI,50,5,13,18,-9,18,4,1,0,2,11,2,0,71,7,649,13,12,36,4,3,57.1
510,Thomas Hickey,27,D,NYI,76,4,16,20,-1,35,4,0,0,2,13,3,0,87,4.6,1331,18,103,89,0,0,
511,Cal Clutterbuck,29,RW,NYI,66,5,15,20,2,28,5,0,0,1,14,1,0,115,4.3,924,14,25,222,3,5,37.5
512,Dennis Seidenberg,35,D,NYI,73,5,17,22,25,32,5,0,0,0,17,0,0,89,5.6,1418,19,146,154,0,0,
513,Johnny Boychuk,33,D,NYI,66,6,17,23,11,19,4,1,1,2,13,3,1,155,3.9,1368,21,133,160,1,0,100
514,Nikolai Kulemin,30,LW,NYI,72,12,11,23,3,18,10,1,1,4,9,1,1,74,16.2,995,14,45,78,14,13,51.9
515,Anthony Beauvillier,19,LW,NYI,66,9,15,24,1,10,9,0,0,2,14,1,0,101,8.9,859,13,26,81,123,174,41.4
516,Calvin de Haan,25,D,NYI,82,5,20,25,15,36,4,1,0,1,19,1,0,116,4.3,1628,20,190,139,0,0,
517,Casey Cizikas,25,C,NYI,59,8,17,25,9,30,8,0,0,1,16,1,0,82,9.8,821,14,58,144,420,426,49.6
518,Ryan Strome,23,RW,NYI,69,13,17,30,-8,40,11,2,0,2,11,6,0,114,11.4,1008,15,21,59,147,197,42.7
519,Andrew Ladd,31,LW,NYI,78,23,8,31,-14,45,19,3,1,4,6,2,0,142,16.2,1262,16,54,112,4,6,40
520,Jason Chimera,37,LW,NYI,82,20,13,33,1,40,19,0,1,2,13,0,0,121,16.5,1071,13,30,149,16,18,47.1
521,Brock Nelson,25,LW,NYI,81,20,25,45,-6,36,19,1,0,4,19,5,1,173,11.6,1268,16,48,50,346,445,43.7
522,Nick Leddy,25,D,NYI,81,11,35,46,-3,12,8,3,0,1,23,12,0,137,8,1840,23,109,77,0,0,
523,Anders Lee,26,LW,NYI,81,34,18,52,9,56,25,9,0,6,13,5,0,191,17.8,1263,16,34,172,7,11,38.9
524,Josh Bailey,27,RW,NYI,82,13,43,56,5,12,10,3,0,1,34,9,0,173,7.5,1506,18,53,37,8,7,53.3
525,John Tavares,26,C,NYI,77,28,38,66,4,38,20,7,1,3,26,11,1,260,10.8,1572,20,20,42,824,804,50.6
526,Cristoval Nieves,23,C,NYR,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,12,12,1,0,3,7,30
527,Nicklas Jensen,23,RW,NYR,7,0,0,0,-2,0,0,0,0,0,0,0,0,8,0,65,9,2,7,0,0,
528,Marek Hrivik,25,LW,NYR,16,0,2,2,-3,2,0,0,0,0,1,1,0,15,0,167,10,5,19,32,48,40
529,Tanner Glass,33,LW,NYR,11,1,1,2,0,17,1,0,0,0,1,0,0,8,12.5,120,11,4,37,2,0,100
530,Marc Staal,30,D,NYR,72,3,7,10,9,34,3,0,0,0,6,0,1,70,4.3,1381,19,97,89,0,1,0
531,Adam Clendening,24,D,NYR,31,2,9,11,3,17,1,1,0,0,8,1,0,38,5.3,490,16,27,22,0,0,
532,Kevin Klein,32,D,NYR,60,3,11,14,5,31,3,0,0,0,9,1,1,54,5.6,1058,18,123,135,0,0,
533,Dan Girardi,32,D,NYR,63,4,11,15,8,16,3,0,1,3,10,0,1,56,7.1,1203,19,166,107,0,0,
534,Brandon Pirri,25,RW,NYR,60,8,10,18,-8,25,3,5,0,3,6,4,0,96,8.3,737,12,20,41,140,103,57.6
535,Oscar Lindberg,25,C,NYR,65,8,12,20,2,32,8,0,0,1,11,1,0,86,9.3,704,11,36,94,299,276,52
536,Pavel Buchnevich,21,RW,NYR,41,8,12,20,6,13,7,1,0,0,10,2,0,55,14.5,544,13,8,17,1,6,14.3
537,Jesper Fast,25,RW,NYR,68,6,15,21,6,16,6,0,0,1,15,0,0,56,10.7,938,14,44,99,17,27,38.6
538,Jimmy Vesey,23,LW,NYR,80,16,11,27,-13,26,11,5,0,6,8,3,0,116,13.8,1091,14,37,64,2,5,28.6
539,Nick Holden,29,D,NYR,80,11,23,34,13,35,8,3,0,2,21,1,1,84,13.1,1649,21,88,164,0,1,0
540,Mika Zibanejad,23,C,NYR,56,14,23,37,9,16,10,4,0,2,16,7,0,119,11.8,956,17,27,23,494,456,52
541,Rick Nash,32,RW,NYR,67,23,15,38,9,26,16,6,1,3,12,3,0,195,11.8,1103,16,35,63,0,1,0
542,Brady Skjei,22,D,NYR,80,5,34,39,11,42,5,0,0,0,27,7,0,127,3.9,1397,17,69,147,0,1,0
543,Michael Grabner,29,RW,NYR,76,27,13,40,22,10,26,0,1,3,11,0,2,162,16.7,1071,14,34,41,7,6,53.8
544,Ryan McDonagh,27,D,NYR,77,6,36,42,20,37,4,1,1,1,22,14,0,153,3.9,1876,24,160,80,0,0,
545,Kevin Hayes,24,RW,NYR,76,17,32,49,10,18,15,1,1,4,20,6,6,143,11.9,1258,17,30,40,442,526,45.7
546,Chris Kreider,25,LW,NYR,75,28,25,53,6,58,22,6,0,4,18,7,0,186,15.1,1275,17,30,132,5,4,55.6
547,Derek Stepan,26,C,NYR,81,17,38,55,19,16,12,4,1,2,24,14,0,209,8.1,1507,19,45,26,716,806,47
548,J.T. Miller,23,LW,NYR,82,22,34,56,17,21,17,2,3,6,28,5,1,132,16.7,1342,16,56,101,157,200,44
549,Mats Zuccarello,29,RW,NYR,80,15,44,59,15,26,10,5,0,3,35,9,0,189,7.9,1506,19,52,85,6,7,46.2
550,Colin White,20,C,OTT,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,14,1,0,7,14,33.3
551,Phil Varone,26,C,OTT,7,0,0,0,-3,2,0,0,0,0,0,0,0,1,0,56,8,1,3,15,12,55.6
552,Buddy Robinson,25,RW,OTT,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,28,7,0,9,0,0,
553,Nick Paul,21,LW,OTT,1,0,0,0,-2,0,0,0,0,0,0,0,0,4,0,16,16,0,3,5,8,38.5
554,Max McCormick,24,RW,OTT,7,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,47,7,1,13,15,9,62.5
555,Clarke MacArthur,31,LW,OTT,4,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,54,14,1,4,0,1,0
556,Ben Harpur,22,D,OTT,6,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,107,18,3,5,0,0,
557,Andreas Englund,21,D,OTT,5,0,0,0,-3,2,0,0,0,0,0,0,0,3,0,53,11,0,18,0,0,
558,Chris Didomenico,27,RW,OTT,3,0,0,0,0,6,0,0,0,0,0,0,0,5,0,33,11,2,2,2,1,66.7
559,Thomas Chabot,20,D,OTT,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,7,7,0,1,0,0,
560,Mike Blunden,30,RW,OTT,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,16,8,0,6,0,0,
561,Casey Bailey,25,RW,OTT,7,0,0,0,-1,0,0,0,0,0,0,0,0,10,0,56,8,4,4,0,1,0
562,Mark Borowiecki,27,D,OTT,70,1,2,3,-3,154,1,0,0,0,2,0,0,50,2,981,14,90,364,1,0,100
563,Chris Neil,37,RW,OTT,53,1,3,4,-11,63,1,0,0,0,3,0,0,42,2.4,401,8,20,108,0,0,
564,Fredrik Claesson,24,D,OTT,33,3,8,11,5,4,3,0,0,0,7,0,1,25,12,434,13,24,55,0,0,
565,Marc Methot,31,D,OTT,68,0,12,12,13,24,0,0,0,0,12,0,0,69,0,1348,20,77,164,0,0,
566,Chris Kelly,36,C,OTT,82,5,7,12,-16,23,4,0,1,2,7,0,0,85,5.9,979,12,48,71,223,278,44.5
567,Cody Ceci,23,D,OTT,79,2,15,17,-11,20,2,0,0,0,12,1,2,143,1.4,1833,23,159,111,1,0,100
568,Chris Wideman,27,D,OTT,76,5,12,17,7,46,4,1,0,1,8,4,0,123,4.1,1061,14,68,68,0,0,
569,Tom Pyatt,29,LW,OTT,82,9,14,23,9,16,9,0,0,1,12,0,2,95,9.5,1281,16,89,46,21,28,42.9
570,Bobby Ryan,29,RW,OTT,62,13,12,25,-3,24,11,2,0,0,9,3,0,111,11.7,963,16,36,109,6,3,66.7
571,Dion Phaneuf,31,D,OTT,81,9,21,30,-6,100,4,4,1,2,9,12,0,156,5.8,1866,23,156,132,0,0,
572,Ryan Dzingel,24,LW,OTT,81,14,18,32,6,30,12,1,1,1,16,2,0,123,11.4,1165,14,21,71,9,21,30
573,Zack Smith,28,C,OTT,74,16,16,32,6,61,11,1,4,1,16,0,0,137,11.7,1212,16,38,140,317,292,52.1
574,Jean-Gabriel Pageau,24,C,OTT,82,12,21,33,13,24,12,0,0,2,19,0,2,169,7.1,1323,16,79,161,558,460,54.8
575,Derick Brassard,29,C,OTT,81,14,25,39,12,24,11,3,0,3,21,4,0,195,7.2,1408,17,24,92,612,613,50
576,Mark Stone,24,RW,OTT,71,22,32,54,12,25,16,6,0,5,24,8,0,134,16.4,1318,19,53,43,10,15,40
577,Kyle Turris,27,C,OTT,78,27,28,55,-3,47,21,6,0,6,17,11,0,185,14.6,1521,20,61,21,650,575,53.1
578,Mike Hoffman,27,LW,OTT,74,26,35,61,17,51,13,13,0,8,22,13,0,224,11.6,1302,18,21,41,12,9,57.1
579,Erik Karlsson,26,D,OTT,77,17,54,71,10,28,13,4,0,5,29,23,2,218,7.8,2066,27,201,67,0,0,
580,Mike Vecchione,23,RW,PHI,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,17,9,1,1,8,4,66.7
581,Samuel Morin,21,D,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,18,0,7,0,0,
582,Scott Laughton,22,C,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,10,0,3,11,9,55
583,Robert Hagg,21,D,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,21,3,4,0,0,
584,Colin McDonald,32,C,PHI,3,1,0,1,1,0,1,0,0,0,0,0,0,5,20,27,9,0,9,0,1,0
585,Boyd Gordon,33,C,PHI,13,1,0,1,-5,2,1,0,0,0,0,0,0,8,12.5,106,8,7,4,48,38,55.8
586,Taylor Leier,22,LW,PHI,10,1,1,2,-1,4,1,0,0,0,1,0,0,7,14.3,91,9,0,7,0,1,0
587,Nick Schultz,34,D,PHI,28,0,4,4,1,10,0,0,0,0,4,0,0,25,0,427,15,61,45,0,0,
588,Roman Lyubimov,25,LW,PHI,47,4,2,6,-2,8,4,0,0,1,2,0,0,41,9.8,450,10,16,28,1,6,14.3
589,Pierre-Edouard Bellemare,31,LW,PHI,82,4,4,8,-1,20,4,0,0,0,3,0,1,90,4.4,1064,13,70,73,400,429,48.3
590,Michael Raffl,28,LW,PHI,52,8,3,11,-7,20,8,0,0,3,3,0,0,63,12.7,690,13,22,91,3,7,30
591,Brandon Manning,26,D,PHI,65,3,9,12,-12,83,2,0,1,1,9,0,0,84,3.6,1174,18,79,121,0,1,0
592,Jordan Weal,24,C,PHI,23,8,4,12,5,10,7,1,0,1,4,0,0,49,16.3,329,14,8,7,14,14,50
593,Chris VandeVelde,29,C,PHI,81,6,9,15,-5,16,6,0,0,0,9,0,0,69,8.7,936,12,60,114,24,20,54.5
594,Dale Weise,28,RW,PHI,64,8,7,15,1,39,7,1,0,2,6,1,0,94,8.5,824,13,24,135,3,0,100
595,Nick Cousins,23,C,PHI,60,6,10,16,-6,31,5,1,0,0,9,1,0,99,6.1,720,12,24,61,89,128,41
596,Andrew MacDonald,30,D,PHI,73,2,16,18,-5,26,2,0,0,0,15,0,1,65,3.1,1468,20,151,39,0,0,
597,Michael Del Zotto,26,D,PHI,51,6,12,18,-5,28,6,0,0,0,10,1,1,92,6.5,995,20,85,173,0,1,0
598,Matt Read,30,RW,PHI,63,10,9,19,3,8,7,2,1,2,9,0,0,92,10.9,869,14,32,95,5,10,33.3
599,Radko Gudas,26,D,PHI,67,6,17,23,8,93,6,0,0,0,16,1,0,113,5.3,1293,19,124,280,0,0,
600,Travis Konecny,19,C,PHI,70,11,17,28,-2,49,8,3,0,0,16,1,0,133,8.3,986,14,26,92,0,5,0
601,Ivan Provorov,20,D,PHI,82,6,24,30,-7,34,6,0,0,1,19,5,0,161,3.7,1802,22,166,111,0,0,
602,Sean Couturier,24,C,PHI,66,14,20,34,12,33,14,0,0,2,17,2,1,120,11.7,1217,18,35,41,587,479,55.1
603,Shayne Gostisbehere,23,D,PHI,76,7,32,39,-21,32,5,2,0,1,11,21,0,198,3.5,1489,20,94,43,0,0,
604,Wayne Simmonds,28,RW,PHI,82,31,23,54,-18,122,13,16,2,4,14,9,0,224,13.8,1556,19,60,162,8,9,47.1
605,Brayden Schenn,25,C,PHI,79,25,30,55,-13,38,8,17,0,7,19,11,0,178,14,1407,18,42,189,232,262,47
606,Claude Giroux,29,C,PHI,82,14,44,58,-15,38,9,5,0,3,17,26,1,199,7,1568,19,28,68,977,771,55.9
607,Jakub Voracek,27,RW,PHI,82,20,41,61,-24,56,15,5,0,3,23,18,0,253,7.9,1565,19,22,30,3,11,21.4
608,Oskar Sundqvist,22,C,PIT,10,0,0,0,-4,2,0,0,0,0,0,0,0,9,0,92,9,2,13,16,28,36.4
609,Derrick Pouliot,23,D,PIT,11,0,0,0,-4,4,0,0,0,0,0,0,0,11,0,164,15,8,14,0,0,
610,Kevin Porter,30,C,PIT,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,23,12,1,5,7,12,36.8
611,Jean-Sebastien Dea,22,C,PIT,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,11,11,0,3,1,1,50
612,David Warsofsky,26,D,PIT,7,0,1,1,-3,6,0,0,0,0,1,0,0,14,0,110,16,12,3,0,0,
613,Dominik Simon,22,C,PIT,2,0,1,1,-1,0,0,0,0,0,1,0,0,2,0,26,13,0,2,0,0,
614,Steven Oleksy,30,D,PIT,11,0,1,1,2,24,0,0,0,0,1,0,0,11,0,151,14,19,20,0,0,
615,Tom Sestito,29,LW,PIT,13,0,2,2,0,48,0,0,0,0,2,0,0,3,0,72,6,2,19,0,0,
616,Josh Archibald,24,RW,PIT,10,3,0,3,3,4,2,0,1,0,0,0,0,11,27.3,109,11,2,28,0,1,0
617,Cameron Gaunce,26,D,PIT,12,1,3,4,1,13,1,0,0,0,3,0,0,8,12.5,150,13,10,23,0,0,
618,Olli Maatta,22,D,PIT,55,1,6,7,17,12,1,0,0,0,6,0,0,66,1.5,994,18,102,72,0,0,
619,Carter Rowney,27,RW,PIT,27,3,4,7,2,4,3,0,0,1,4,0,0,24,12.5,296,11,15,64,95,103,48
620,Chad Ruhwedel,26,D,PIT,34,2,8,10,9,8,2,0,0,0,5,3,0,45,4.4,589,17,26,36,0,0,
621,Brian Dumoulin,25,D,PIT,70,1,14,15,0,14,1,0,0,0,10,4,0,78,1.3,1438,21,99,113,0,0,
622,Tom Kuhnhackl,25,RW,PIT,57,4,12,16,8,18,3,0,1,0,11,0,1,49,8.2,607,11,42,112,2,2,50
623,Trevor Daley,33,D,PIT,56,5,14,19,7,37,4,1,0,0,10,3,1,84,6,1141,20,83,29,0,0,
624,Carl Hagelin,28,LW,PIT,61,6,16,22,10,16,6,0,0,2,15,0,1,128,4.7,945,15,24,66,3,3,50
625,Ian Cole,27,D,PIT,81,5,21,26,26,72,5,0,0,1,20,1,0,89,5.6,1605,20,194,164,0,0,
626,Scott Wilson,24,LW,PIT,78,8,18,26,0,32,8,0,0,1,18,0,0,127,6.3,854,11,31,167,3,0,100
627,Bryan Rust,24,RW,PIT,57,15,13,28,4,8,15,0,0,1,12,0,1,110,13.6,777,14,29,101,2,3,40
628,Chris Kunitz,37,LW,PIT,71,9,20,29,0,36,9,0,0,3,15,5,0,134,6.7,1101,16,28,216,3,10,23.1
629,Matt Cullen,40,C,PIT,72,13,18,31,4,30,9,2,2,2,16,2,0,93,14,1002,14,27,36,440,419,51.2
630,Jake Guentzel,22,C,PIT,40,16,17,33,7,10,15,1,0,0,15,2,0,81,19.8,635,16,18,61,8,8,50
631,Kris Letang,29,D,PIT,41,5,29,34,2,32,3,2,0,2,16,12,1,122,4.1,1046,26,70,70,0,0,
